# nd2o3_mp-2763 total DOS (QE dos.x, degauss 0.007 Ry). VBM 16.159 / CBM 9.700 / gap -6.460 eV from fixed-occ nscf eigenvalues. DO NOT read the gap off this curve (smearing underestimates ~0.3 eV).
E_eV,E_minus_VBM_eV,DOS_states_per_eV,integrated_DOS_states
-20.061,-36.2203,4.181e-85,4.181e-85
-20.051,-36.2103,4.181e-85,4.181e-85
-20.041,-36.2003,4.181e-85,4.181e-85
-20.031,-36.1903,4.181e-85,4.181e-85
-20.021,-36.1803,4.181e-85,4.181e-85
-20.011,-36.1703,4.181e-85,4.181e-85
-20.001,-36.1603,4.181e-85,4.181e-85
-19.991,-36.1503,4.181e-85,4.181e-85
-19.981,-36.1403,4.181e-85,4.181e-85
-19.971,-36.1303,4.181e-85,4.181e-85
-19.961,-36.1203,4.181e-85,4.181e-85
-19.951,-36.1103,4.181e-85,4.181e-85
-19.941,-36.1003,4.181e-85,4.181e-85
-19.931,-36.0903,4.181e-85,4.181e-85
-19.921,-36.0803,4.181e-85,4.181e-85
-19.911,-36.0703,4.181e-85,4.181e-85
-19.901,-36.0603,4.181e-85,4.181e-85
-19.891,-36.0503,4.181e-85,4.181e-85
-19.881,-36.0403,4.181e-85,4.181e-85
-19.871,-36.0303,4.181e-85,4.181e-85
-19.861,-36.0203,4.181e-85,4.181e-85
-19.851,-36.0103,4.181e-85,4.181e-85
-19.841,-36.0003,4.181e-85,4.181e-85
-19.831,-35.9903,4.181e-85,4.181e-85
-19.821,-35.9803,4.181e-85,4.181e-85
-19.811,-35.9703,4.181e-85,4.181e-85
-19.801,-35.9603,4.181e-85,4.181e-85
-19.791,-35.9503,4.181e-85,4.181e-85
-19.781,-35.9403,4.181e-85,4.181e-85
-19.771,-35.9303,4.181e-85,4.181e-85
-19.761,-35.9203,4.181e-85,4.181e-85
-19.751,-35.9103,4.181e-85,4.181e-85
-19.741,-35.9003,4.181e-85,4.181e-85
-19.731,-35.8903,4.181e-85,4.181e-85
-19.721,-35.8803,4.181e-85,4.181e-85
-19.711,-35.8703,4.181e-85,4.181e-85
-19.701,-35.8603,4.181e-85,4.181e-85
-19.691,-35.8503,4.181e-85,4.181e-85
-19.681,-35.8403,4.181e-85,4.181e-85
-19.671,-35.8303,4.181e-85,4.181e-85
-19.661,-35.8203,4.181e-85,4.181e-85
-19.651,-35.8103,4.181e-85,4.181e-85
-19.641,-35.8003,4.181e-85,4.181e-85
-19.631,-35.7903,4.181e-85,4.181e-85
-19.621,-35.7803,4.181e-85,4.181e-85
-19.611,-35.7703,4.181e-85,4.181e-85
-19.601,-35.7603,4.181e-85,4.181e-85
-19.591,-35.7503,4.181e-85,4.181e-85
-19.581,-35.7403,4.181e-85,4.181e-85
-19.571,-35.7303,4.181e-85,4.181e-85
-19.561,-35.7203,4.181e-85,4.181e-85
-19.551,-35.7103,4.181e-85,4.181e-85
-19.541,-35.7003,4.181e-85,4.181e-85
-19.531,-35.6903,4.181e-85,4.181e-85
-19.521,-35.6803,4.181e-85,4.181e-85
-19.511,-35.6703,4.181e-85,4.181e-85
-19.501,-35.6603,4.181e-85,4.181e-85
-19.491,-35.6503,4.181e-85,4.181e-85
-19.481,-35.6403,4.181e-85,4.181e-85
-19.471,-35.6303,4.181e-85,4.181e-85
-19.461,-35.6203,4.181e-85,4.181e-85
-19.451,-35.6103,4.181e-85,4.181e-85
-19.441,-35.6003,4.181e-85,4.181e-85
-19.431,-35.5903,4.181e-85,4.181e-85
-19.421,-35.5803,4.181e-85,4.181e-85
-19.411,-35.5703,4.181e-85,4.181e-85
-19.401,-35.5603,4.181e-85,4.181e-85
-19.391,-35.5503,4.181e-85,4.181e-85
-19.381,-35.5403,4.181e-85,4.181e-85
-19.371,-35.5303,4.181e-85,4.181e-85
-19.361,-35.5203,4.181e-85,4.181e-85
-19.351,-35.5103,4.181e-85,4.181e-85
-19.341,-35.5003,4.181e-85,4.181e-85
-19.331,-35.4903,4.181e-85,4.181e-85
-19.321,-35.4803,4.181e-85,4.181e-85
-19.311,-35.4703,4.181e-85,4.181e-85
-19.301,-35.4603,4.181e-85,4.181e-85
-19.291,-35.4503,4.181e-85,4.181e-85
-19.281,-35.4403,4.181e-85,4.181e-85
-19.271,-35.4303,4.181e-85,4.181e-85
-19.261,-35.4203,4.181e-85,4.181e-85
-19.251,-35.4103,4.181e-85,4.181e-85
-19.241,-35.4003,4.181e-85,4.181e-85
-19.231,-35.3903,4.181e-85,4.181e-85
-19.221,-35.3803,4.181e-85,4.181e-85
-19.211,-35.3703,4.181e-85,4.181e-85
-19.201,-35.3603,4.181e-85,4.181e-85
-19.191,-35.3503,4.181e-85,4.181e-85
-19.181,-35.3403,4.181e-85,4.181e-85
-19.171,-35.3303,4.181e-85,4.181e-85
-19.161,-35.3203,4.181e-85,4.181e-85
-19.151,-35.3103,4.181e-85,4.181e-85
-19.141,-35.3003,4.181e-85,4.181e-85
-19.131,-35.2903,4.181e-85,4.181e-85
-19.121,-35.2803,4.181e-85,4.181e-85
-19.111,-35.2703,4.181e-85,4.181e-85
-19.101,-35.2603,4.181e-85,4.181e-85
-19.091,-35.2503,4.181e-85,4.181e-85
-19.081,-35.2403,4.181e-85,4.181e-85
-19.071,-35.2303,4.181e-85,4.181e-85
-19.061,-35.2203,4.181e-85,4.181e-85
-19.051,-35.2103,4.181e-85,4.181e-85
-19.041,-35.2003,4.181e-85,4.181e-85
-19.031,-35.1903,4.181e-85,4.181e-85
-19.021,-35.1803,4.181e-85,4.181e-85
-19.011,-35.1703,4.181e-85,4.181e-85
-19.001,-35.1603,4.181e-85,4.181e-85
-18.991,-35.1503,4.181e-85,4.181e-85
-18.981,-35.1403,4.181e-85,4.181e-85
-18.971,-35.1303,4.181e-85,4.181e-85
-18.961,-35.1203,4.181e-85,4.181e-85
-18.951,-35.1103,4.181e-85,4.181e-85
-18.941,-35.1003,4.181e-85,4.181e-85
-18.931,-35.0903,4.181e-85,4.181e-85
-18.921,-35.0803,4.181e-85,4.181e-85
-18.911,-35.0703,4.181e-85,4.181e-85
-18.901,-35.0603,4.181e-85,4.181e-85
-18.891,-35.0503,4.181e-85,4.181e-85
-18.881,-35.0403,4.181e-85,4.181e-85
-18.871,-35.0303,4.181e-85,4.181e-85
-18.861,-35.0203,4.181e-85,4.181e-85
-18.851,-35.0103,4.181e-85,4.181e-85
-18.841,-35.0003,4.181e-85,4.181e-85
-18.831,-34.9903,4.181e-85,4.181e-85
-18.821,-34.9803,4.181e-85,4.181e-85
-18.811,-34.9703,4.181e-85,4.181e-85
-18.801,-34.9603,4.181e-85,4.181e-85
-18.791,-34.9503,4.181e-85,4.181e-85
-18.781,-34.9403,4.181e-85,4.181e-85
-18.771,-34.9303,4.181e-85,4.181e-85
-18.761,-34.9203,4.181e-85,4.181e-85
-18.751,-34.9103,4.181e-85,4.181e-85
-18.741,-34.9003,4.181e-85,4.181e-85
-18.731,-34.8903,4.181e-85,4.181e-85
-18.721,-34.8803,4.181e-85,4.181e-85
-18.711,-34.8703,4.181e-85,4.181e-85
-18.701,-34.8603,4.181e-85,4.181e-85
-18.691,-34.8503,4.181e-85,4.181e-85
-18.681,-34.8403,4.181e-85,4.181e-85
-18.671,-34.8303,4.181e-85,4.181e-85
-18.661,-34.8203,4.181e-85,4.181e-85
-18.651,-34.8103,4.181e-85,4.181e-85
-18.641,-34.8003,4.181e-85,4.181e-85
-18.631,-34.7903,4.181e-85,4.181e-85
-18.621,-34.7803,4.181e-85,4.181e-85
-18.611,-34.7703,4.181e-85,4.181e-85
-18.601,-34.7603,4.181e-85,4.181e-85
-18.591,-34.7503,4.181e-85,4.181e-85
-18.581,-34.7403,4.181e-85,4.181e-85
-18.571,-34.7303,4.181e-85,4.181e-85
-18.561,-34.7203,4.181e-85,4.181e-85
-18.551,-34.7103,4.181e-85,4.181e-85
-18.541,-34.7003,4.181e-85,4.181e-85
-18.531,-34.6903,4.181e-85,4.181e-85
-18.521,-34.6803,4.181e-85,4.181e-85
-18.511,-34.6703,4.181e-85,4.181e-85
-18.501,-34.6603,4.181e-85,4.181e-85
-18.491,-34.6503,4.181e-85,4.181e-85
-18.481,-34.6403,4.181e-85,4.181e-85
-18.471,-34.6303,4.181e-85,4.181e-85
-18.461,-34.6203,4.181e-85,4.181e-85
-18.451,-34.6103,4.181e-85,4.181e-85
-18.441,-34.6003,4.181e-85,4.181e-85
-18.431,-34.5903,4.181e-85,4.181e-85
-18.421,-34.5803,4.181e-85,4.181e-85
-18.411,-34.5703,4.181e-85,4.181e-85
-18.401,-34.5603,4.181e-85,4.181e-85
-18.391,-34.5503,4.181e-85,4.181e-85
-18.381,-34.5403,4.181e-85,4.181e-85
-18.371,-34.5303,4.181e-85,4.181e-85
-18.361,-34.5203,4.181e-85,4.181e-85
-18.351,-34.5103,4.181e-85,4.181e-85
-18.341,-34.5003,4.181e-85,4.181e-85
-18.331,-34.4903,4.181e-85,4.181e-85
-18.321,-34.4803,4.181e-85,4.181e-85
-18.311,-34.4703,4.181e-85,4.181e-85
-18.301,-34.4603,4.181e-85,4.181e-85
-18.291,-34.4503,4.181e-85,4.181e-85
-18.281,-34.4403,4.181e-85,4.181e-85
-18.271,-34.4303,4.181e-85,4.181e-85
-18.261,-34.4203,4.181e-85,4.181e-85
-18.251,-34.4103,4.181e-85,4.181e-85
-18.241,-34.4003,4.181e-85,4.181e-85
-18.231,-34.3903,4.181e-85,4.181e-85
-18.221,-34.3803,4.181e-85,4.181e-85
-18.211,-34.3703,4.181e-85,4.181e-85
-18.201,-34.3603,4.181e-85,4.181e-85
-18.191,-34.3503,4.181e-85,4.181e-85
-18.181,-34.3403,4.181e-85,4.181e-85
-18.171,-34.3303,4.181e-85,4.181e-85
-18.161,-34.3203,4.181e-85,4.181e-85
-18.151,-34.3103,4.181e-85,4.181e-85
-18.141,-34.3003,4.181e-85,4.181e-85
-18.131,-34.2903,4.181e-85,4.181e-85
-18.121,-34.2803,4.181e-85,4.181e-85
-18.111,-34.2703,4.181e-85,4.181e-85
-18.101,-34.2603,4.181e-85,4.181e-85
-18.091,-34.2503,4.181e-85,4.181e-85
-18.081,-34.2403,4.181e-85,4.181e-85
-18.071,-34.2303,4.181e-85,4.181e-85
-18.061,-34.2203,4.181e-85,4.181e-85
-18.051,-34.2103,4.181e-85,4.181e-85
-18.041,-34.2003,4.181e-85,4.181e-85
-18.031,-34.1903,4.181e-85,4.181e-85
-18.021,-34.1803,4.181e-85,4.181e-85
-18.011,-34.1703,4.181e-85,4.181e-85
-18.001,-34.1603,4.181e-85,4.181e-85
-17.991,-34.1503,4.181e-85,4.181e-85
-17.981,-34.1403,4.181e-85,4.181e-85
-17.971,-34.1303,4.181e-85,4.181e-85
-17.961,-34.1203,4.181e-85,4.181e-85
-17.951,-34.1103,4.181e-85,4.181e-85
-17.941,-34.1003,4.181e-85,4.181e-85
-17.931,-34.0903,4.181e-85,4.181e-85
-17.921,-34.0803,4.181e-85,4.181e-85
-17.911,-34.0703,4.181e-85,4.181e-85
-17.901,-34.0603,4.181e-85,4.181e-85
-17.891,-34.0503,4.181e-85,4.181e-85
-17.881,-34.0403,4.181e-85,4.181e-85
-17.871,-34.0303,4.181e-85,4.181e-85
-17.861,-34.0203,4.181e-85,4.181e-85
-17.851,-34.0103,4.181e-85,4.181e-85
-17.841,-34.0003,4.181e-85,4.181e-85
-17.831,-33.9903,4.181e-85,4.181e-85
-17.821,-33.9803,4.181e-85,4.181e-85
-17.811,-33.9703,4.181e-85,4.181e-85
-17.801,-33.9603,4.181e-85,4.181e-85
-17.791,-33.9503,4.181e-85,4.181e-85
-17.781,-33.9403,4.181e-85,4.181e-85
-17.771,-33.9303,4.181e-85,4.181e-85
-17.761,-33.9203,4.181e-85,4.181e-85
-17.751,-33.9103,4.181e-85,4.181e-85
-17.741,-33.9003,4.181e-85,4.181e-85
-17.731,-33.8903,4.181e-85,4.181e-85
-17.721,-33.8803,4.181e-85,4.181e-85
-17.711,-33.8703,4.181e-85,4.181e-85
-17.701,-33.8603,4.181e-85,4.181e-85
-17.691,-33.8503,4.181e-85,4.181e-85
-17.681,-33.8403,4.181e-85,4.181e-85
-17.671,-33.8303,4.181e-85,4.181e-85
-17.661,-33.8203,4.181e-85,4.181e-85
-17.651,-33.8103,4.181e-85,4.181e-85
-17.641,-33.8003,4.181e-85,4.181e-85
-17.631,-33.7903,4.181e-85,4.181e-85
-17.621,-33.7803,4.181e-85,4.181e-85
-17.611,-33.7703,4.181e-85,4.181e-85
-17.601,-33.7603,4.181e-85,4.181e-85
-17.591,-33.7503,4.181e-85,4.181e-85
-17.581,-33.7403,4.181e-85,4.181e-85
-17.571,-33.7303,4.181e-85,4.181e-85
-17.561,-33.7203,4.181e-85,4.181e-85
-17.551,-33.7103,4.181e-85,4.181e-85
-17.541,-33.7003,4.181e-85,4.181e-85
-17.531,-33.6903,4.181e-85,4.181e-85
-17.521,-33.6803,4.181e-85,4.181e-85
-17.511,-33.6703,4.181e-85,4.181e-85
-17.501,-33.6603,4.181e-85,4.181e-85
-17.491,-33.6503,4.181e-85,4.181e-85
-17.481,-33.6403,4.181e-85,4.181e-85
-17.471,-33.6303,4.181e-85,4.181e-85
-17.461,-33.6203,4.181e-85,4.181e-85
-17.451,-33.6103,4.181e-85,4.181e-85
-17.441,-33.6003,4.181e-85,4.181e-85
-17.431,-33.5903,4.181e-85,4.181e-85
-17.421,-33.5803,4.181e-85,4.181e-85
-17.411,-33.5703,4.181e-85,4.181e-85
-17.401,-33.5603,4.181e-85,4.181e-85
-17.391,-33.5503,4.181e-85,4.181e-85
-17.381,-33.5403,4.181e-85,4.181e-85
-17.371,-33.5303,4.181e-85,4.181e-85
-17.361,-33.5203,4.181e-85,4.181e-85
-17.351,-33.5103,4.181e-85,4.181e-85
-17.341,-33.5003,4.181e-85,4.181e-85
-17.331,-33.4903,4.181e-85,4.181e-85
-17.321,-33.4803,4.181e-85,4.181e-85
-17.311,-33.4703,4.181e-85,4.181e-85
-17.301,-33.4603,4.181e-85,4.181e-85
-17.291,-33.4503,4.181e-85,4.181e-85
-17.281,-33.4403,4.181e-85,4.181e-85
-17.271,-33.4303,4.181e-85,4.181e-85
-17.261,-33.4203,4.181e-85,4.181e-85
-17.251,-33.4103,4.181e-85,4.181e-85
-17.241,-33.4003,4.181e-85,4.181e-85
-17.231,-33.3903,4.181e-85,4.181e-85
-17.221,-33.3803,4.181e-85,4.181e-85
-17.211,-33.3703,4.181e-85,4.181e-85
-17.201,-33.3603,4.181e-85,4.181e-85
-17.191,-33.3503,4.181e-85,4.181e-85
-17.181,-33.3403,4.181e-85,4.181e-85
-17.171,-33.3303,4.181e-85,4.181e-85
-17.161,-33.3203,4.181e-85,4.181e-85
-17.151,-33.3103,4.181e-85,4.181e-85
-17.141,-33.3003,4.181e-85,4.181e-85
-17.131,-33.2903,4.181e-85,4.181e-85
-17.121,-33.2803,4.181e-85,4.181e-85
-17.111,-33.2703,4.181e-85,4.181e-85
-17.101,-33.2603,4.181e-85,4.181e-85
-17.091,-33.2503,4.181e-85,4.181e-85
-17.081,-33.2403,4.181e-85,4.181e-85
-17.071,-33.2303,4.181e-85,4.181e-85
-17.061,-33.2203,4.181e-85,4.181e-85
-17.051,-33.2103,4.181e-85,4.181e-85
-17.041,-33.2003,4.181e-85,4.181e-85
-17.031,-33.1903,4.181e-85,4.181e-85
-17.021,-33.1803,4.181e-85,4.181e-85
-17.011,-33.1703,4.181e-85,4.181e-85
-17.001,-33.1603,4.181e-85,4.181e-85
-16.991,-33.1503,4.181e-85,4.181e-85
-16.981,-33.1403,4.181e-85,4.181e-85
-16.971,-33.1303,4.181e-85,4.181e-85
-16.961,-33.1203,4.181e-85,4.181e-85
-16.951,-33.1103,4.181e-85,4.181e-85
-16.941,-33.1003,4.181e-85,4.181e-85
-16.931,-33.0903,4.181e-85,4.181e-85
-16.921,-33.0803,4.181e-85,4.181e-85
-16.911,-33.0703,4.181e-85,4.181e-85
-16.901,-33.0603,4.181e-85,4.181e-85
-16.891,-33.0503,4.181e-85,4.181e-85
-16.881,-33.0403,4.181e-85,4.181e-85
-16.871,-33.0303,4.181e-85,4.181e-85
-16.861,-33.0203,4.181e-85,4.181e-85
-16.851,-33.0103,4.181e-85,4.181e-85
-16.841,-33.0003,4.181e-85,4.181e-85
-16.831,-32.9903,4.181e-85,4.181e-85
-16.821,-32.9803,4.181e-85,4.181e-85
-16.811,-32.9703,4.181e-85,4.181e-85
-16.801,-32.9603,4.181e-85,4.181e-85
-16.791,-32.9503,4.181e-85,4.181e-85
-16.781,-32.9403,4.181e-85,4.181e-85
-16.771,-32.9303,4.181e-85,4.181e-85
-16.761,-32.9203,4.181e-85,4.181e-85
-16.751,-32.9103,4.181e-85,4.181e-85
-16.741,-32.9003,4.181e-85,4.181e-85
-16.731,-32.8903,4.181e-85,4.181e-85
-16.721,-32.8803,4.181e-85,4.181e-85
-16.711,-32.8703,4.181e-85,4.181e-85
-16.701,-32.8603,4.181e-85,4.181e-85
-16.691,-32.8503,4.181e-85,4.181e-85
-16.681,-32.8403,4.181e-85,4.181e-85
-16.671,-32.8303,4.181e-85,4.181e-85
-16.661,-32.8203,4.181e-85,4.181e-85
-16.651,-32.8103,4.181e-85,4.181e-85
-16.641,-32.8003,4.181e-85,4.181e-85
-16.631,-32.7903,4.181e-85,4.181e-85
-16.621,-32.7803,4.181e-85,4.181e-85
-16.611,-32.7703,4.181e-85,4.181e-85
-16.601,-32.7603,4.181e-85,4.181e-85
-16.591,-32.7503,4.181e-85,4.181e-85
-16.581,-32.7403,4.181e-85,4.181e-85
-16.571,-32.7303,4.181e-85,4.181e-85
-16.561,-32.7203,4.181e-85,4.181e-85
-16.551,-32.7103,4.181e-85,4.181e-85
-16.541,-32.7003,4.181e-85,4.181e-85
-16.531,-32.6903,4.181e-85,4.181e-85
-16.521,-32.6803,4.181e-85,4.181e-85
-16.511,-32.6703,4.181e-85,4.181e-85
-16.501,-32.6603,4.181e-85,4.181e-85
-16.491,-32.6503,4.181e-85,4.181e-85
-16.481,-32.6403,4.181e-85,4.181e-85
-16.471,-32.6303,4.181e-85,4.181e-85
-16.461,-32.6203,4.181e-85,4.181e-85
-16.451,-32.6103,4.181e-85,4.181e-85
-16.441,-32.6003,4.181e-85,4.181e-85
-16.431,-32.5903,4.181e-85,4.181e-85
-16.421,-32.5803,4.181e-85,4.181e-85
-16.411,-32.5703,4.181e-85,4.181e-85
-16.401,-32.5603,4.181e-85,4.181e-85
-16.391,-32.5503,4.181e-85,4.181e-85
-16.381,-32.5403,4.181e-85,4.181e-85
-16.371,-32.5303,4.181e-85,4.181e-85
-16.361,-32.5203,4.181e-85,4.181e-85
-16.351,-32.5103,4.181e-85,4.181e-85
-16.341,-32.5003,4.181e-85,4.181e-85
-16.331,-32.4903,4.181e-85,4.181e-85
-16.321,-32.4803,4.181e-85,4.181e-85
-16.311,-32.4703,4.181e-85,4.181e-85
-16.301,-32.4603,4.181e-85,4.181e-85
-16.291,-32.4503,4.181e-85,4.181e-85
-16.281,-32.4403,4.181e-85,4.181e-85
-16.271,-32.4303,4.181e-85,4.181e-85
-16.261,-32.4203,4.181e-85,4.181e-85
-16.251,-32.4103,4.181e-85,4.181e-85
-16.241,-32.4003,4.181e-85,4.181e-85
-16.231,-32.3903,4.181e-85,4.181e-85
-16.221,-32.3803,4.181e-85,4.181e-85
-16.211,-32.3703,4.181e-85,4.181e-85
-16.201,-32.3603,4.181e-85,4.181e-85
-16.191,-32.3503,4.181e-85,4.181e-85
-16.181,-32.3403,4.181e-85,4.181e-85
-16.171,-32.3303,4.181e-85,4.181e-85
-16.161,-32.3203,4.181e-85,4.181e-85
-16.151,-32.3103,4.181e-85,4.181e-85
-16.141,-32.3003,4.181e-85,4.181e-85
-16.131,-32.2903,4.181e-85,4.181e-85
-16.121,-32.2803,4.181e-85,4.181e-85
-16.111,-32.2703,4.181e-85,4.181e-85
-16.101,-32.2603,4.181e-85,4.181e-85
-16.091,-32.2503,4.181e-85,4.181e-85
-16.081,-32.2403,4.181e-85,4.181e-85
-16.071,-32.2303,4.181e-85,4.181e-85
-16.061,-32.2203,4.181e-85,4.181e-85
-16.051,-32.2103,4.181e-85,4.181e-85
-16.041,-32.2003,4.181e-85,4.181e-85
-16.031,-32.1903,4.181e-85,4.181e-85
-16.021,-32.1803,4.181e-85,4.181e-85
-16.011,-32.1703,4.181e-85,4.181e-85
-16.001,-32.1603,4.181e-85,4.181e-85
-15.991,-32.1503,4.181e-85,4.181e-85
-15.981,-32.1403,4.181e-85,4.181e-85
-15.971,-32.1303,4.181e-85,4.181e-85
-15.961,-32.1203,4.181e-85,4.181e-85
-15.951,-32.1103,4.181e-85,4.181e-85
-15.941,-32.1003,4.181e-85,4.181e-85
-15.931,-32.0903,4.181e-85,4.181e-85
-15.921,-32.0803,4.181e-85,4.181e-85
-15.911,-32.0703,4.181e-85,4.181e-85
-15.901,-32.0603,4.181e-85,4.181e-85
-15.891,-32.0503,4.181e-85,4.181e-85
-15.881,-32.0403,4.181e-85,4.181e-85
-15.871,-32.0303,4.181e-85,4.181e-85
-15.861,-32.0203,4.181e-85,4.181e-85
-15.851,-32.0103,4.181e-85,4.181e-85
-15.841,-32.0003,4.181e-85,4.181e-85
-15.831,-31.9903,4.181e-85,4.181e-85
-15.821,-31.9803,4.181e-85,4.181e-85
-15.811,-31.9703,4.181e-85,4.181e-85
-15.801,-31.9603,4.181e-85,4.181e-85
-15.791,-31.9503,4.181e-85,4.181e-85
-15.781,-31.9403,4.181e-85,4.181e-85
-15.771,-31.9303,4.181e-85,4.181e-85
-15.761,-31.9203,4.181e-85,4.181e-85
-15.751,-31.9103,4.181e-85,4.181e-85
-15.741,-31.9003,4.181e-85,4.181e-85
-15.731,-31.8903,4.181e-85,4.181e-85
-15.721,-31.8803,4.181e-85,4.181e-85
-15.711,-31.8703,4.181e-85,4.181e-85
-15.701,-31.8603,4.181e-85,4.181e-85
-15.691,-31.8503,4.181e-85,4.181e-85
-15.681,-31.8403,4.181e-85,4.181e-85
-15.671,-31.8303,4.181e-85,4.181e-85
-15.661,-31.8203,4.181e-85,4.181e-85
-15.651,-31.8103,4.181e-85,4.181e-85
-15.641,-31.8003,4.181e-85,4.181e-85
-15.631,-31.7903,4.181e-85,4.181e-85
-15.621,-31.7803,4.181e-85,4.181e-85
-15.611,-31.7703,4.181e-85,4.181e-85
-15.601,-31.7603,4.181e-85,4.181e-85
-15.591,-31.7503,4.181e-85,4.181e-85
-15.581,-31.7403,4.181e-85,4.181e-85
-15.571,-31.7303,4.181e-85,4.181e-85
-15.561,-31.7203,4.181e-85,4.181e-85
-15.551,-31.7103,4.181e-85,4.181e-85
-15.541,-31.7003,4.181e-85,4.181e-85
-15.531,-31.6903,4.181e-85,4.181e-85
-15.521,-31.6803,4.181e-85,4.181e-85
-15.511,-31.6703,4.181e-85,4.181e-85
-15.501,-31.6603,4.181e-85,4.181e-85
-15.491,-31.6503,4.181e-85,4.181e-85
-15.481,-31.6403,4.181e-85,4.181e-85
-15.471,-31.6303,4.181e-85,4.181e-85
-15.461,-31.6203,4.181e-85,4.181e-85
-15.451,-31.6103,4.181e-85,4.181e-85
-15.441,-31.6003,4.181e-85,4.181e-85
-15.431,-31.5903,4.181e-85,4.181e-85
-15.421,-31.5803,4.181e-85,4.181e-85
-15.411,-31.5703,4.181e-85,4.181e-85
-15.401,-31.5603,4.181e-85,4.181e-85
-15.391,-31.5503,4.181e-85,4.181e-85
-15.381,-31.5403,4.181e-85,4.181e-85
-15.371,-31.5303,4.181e-85,4.181e-85
-15.361,-31.5203,4.181e-85,4.181e-85
-15.351,-31.5103,4.181e-85,4.181e-85
-15.341,-31.5003,4.181e-85,4.181e-85
-15.331,-31.4903,4.181e-85,4.181e-85
-15.321,-31.4803,4.181e-85,4.181e-85
-15.311,-31.4703,4.181e-85,4.181e-85
-15.301,-31.4603,4.181e-85,4.181e-85
-15.291,-31.4503,4.181e-85,4.181e-85
-15.281,-31.4403,4.181e-85,4.181e-85
-15.271,-31.4303,4.181e-85,4.181e-85
-15.261,-31.4203,4.181e-85,4.181e-85
-15.251,-31.4103,4.181e-85,4.181e-85
-15.241,-31.4003,4.181e-85,4.181e-85
-15.231,-31.3903,4.181e-85,4.181e-85
-15.221,-31.3803,4.181e-85,4.181e-85
-15.211,-31.3703,4.181e-85,4.181e-85
-15.201,-31.3603,4.181e-85,4.181e-85
-15.191,-31.3503,4.181e-85,4.181e-85
-15.181,-31.3403,4.181e-85,4.181e-85
-15.171,-31.3303,4.181e-85,4.181e-85
-15.161,-31.3203,4.181e-85,4.181e-85
-15.151,-31.3103,4.181e-85,4.181e-85
-15.141,-31.3003,4.181e-85,4.181e-85
-15.131,-31.2903,4.181e-85,4.181e-85
-15.121,-31.2803,4.181e-85,4.181e-85
-15.111,-31.2703,4.181e-85,4.181e-85
-15.101,-31.2603,4.181e-85,4.181e-85
-15.091,-31.2503,4.181e-85,4.181e-85
-15.081,-31.2403,4.181e-85,4.181e-85
-15.071,-31.2303,4.181e-85,4.181e-85
-15.061,-31.2203,4.181e-85,4.181e-85
-15.051,-31.2103,4.181e-85,4.181e-85
-15.041,-31.2003,4.181e-85,4.181e-85
-15.031,-31.1903,4.181e-85,4.181e-85
-15.021,-31.1803,4.181e-85,4.181e-85
-15.011,-31.1703,4.181e-85,4.181e-85
-15.001,-31.1603,4.181e-85,4.181e-85
-14.991,-31.1503,4.181e-85,4.181e-85
-14.981,-31.1403,4.181e-85,4.181e-85
-14.971,-31.1303,4.181e-85,4.181e-85
-14.961,-31.1203,4.181e-85,4.181e-85
-14.951,-31.1103,4.181e-85,4.181e-85
-14.941,-31.1003,4.181e-85,4.181e-85
-14.931,-31.0903,4.181e-85,4.181e-85
-14.921,-31.0803,4.181e-85,4.181e-85
-14.911,-31.0703,4.181e-85,4.181e-85
-14.901,-31.0603,4.181e-85,4.181e-85
-14.891,-31.0503,4.181e-85,4.181e-85
-14.881,-31.0403,4.181e-85,4.181e-85
-14.871,-31.0303,4.181e-85,4.181e-85
-14.861,-31.0203,4.181e-85,4.181e-85
-14.851,-31.0103,4.181e-85,4.181e-85
-14.841,-31.0003,4.181e-85,4.181e-85
-14.831,-30.9903,4.181e-85,4.181e-85
-14.821,-30.9803,4.181e-85,4.181e-85
-14.811,-30.9703,4.181e-85,4.181e-85
-14.801,-30.9603,4.181e-85,4.181e-85
-14.791,-30.9503,4.181e-85,4.181e-85
-14.781,-30.9403,4.181e-85,4.181e-85
-14.771,-30.9303,4.181e-85,4.181e-85
-14.761,-30.9203,4.181e-85,4.181e-85
-14.751,-30.9103,4.181e-85,4.181e-85
-14.741,-30.9003,4.181e-85,4.181e-85
-14.731,-30.8903,4.181e-85,4.181e-85
-14.721,-30.8803,4.181e-85,4.181e-85
-14.711,-30.8703,4.181e-85,4.181e-85
-14.701,-30.8603,4.181e-85,4.181e-85
-14.691,-30.8503,4.181e-85,4.181e-85
-14.681,-30.8403,4.181e-85,4.181e-85
-14.671,-30.8303,4.181e-85,4.181e-85
-14.661,-30.8203,4.181e-85,4.181e-85
-14.651,-30.8103,4.181e-85,4.181e-85
-14.641,-30.8003,4.181e-85,4.181e-85
-14.631,-30.7903,4.181e-85,4.181e-85
-14.621,-30.7803,4.181e-85,4.181e-85
-14.611,-30.7703,4.181e-85,4.181e-85
-14.601,-30.7603,4.181e-85,4.181e-85
-14.591,-30.7503,4.181e-85,4.181e-85
-14.581,-30.7403,4.181e-85,4.181e-85
-14.571,-30.7303,4.181e-85,4.181e-85
-14.561,-30.7203,4.181e-85,4.181e-85
-14.551,-30.7103,4.181e-85,4.181e-85
-14.541,-30.7003,4.181e-85,4.181e-85
-14.531,-30.6903,4.181e-85,4.181e-85
